Mode,Amperometric i-t Curve,
108.3,0.01151,5.755
108.4,0.01151,5.755
108.5,0.01151,5.755
108.6,0.01151,5.755
108.7,0.01151,5.755
108.8,0.01151,5.755
108.9,0.01151,5.755
109,0.01151,5.755
109.1,0.01151,5.755
109.2,0.01152,5.76
109.3,0.01151,5.755
109.4,0.0115,5.75
109.5,0.0115,5.75
109.6,0.01151,5.755
109.7,0.01151,5.755
109.8,0.0115,5.75
109.9,0.0115,5.75
110,0.0115,5.75
110.1,0.01151,5.755
110.2,0.0115,5.75
110.3,0.0115,5.75
110.4,0.01149,5.745
110.5,0.0115,5.75
110.6,0.0115,5.75
110.7,0.0115,5.75
110.8,0.01149,5.745
110.9,0.01149,5.745
111,0.01149,5.745
111.1,0.0115,5.75
111.2,0.0115,5.75
111.3,0.01151,5.755
111.4,0.01151,5.755
111.5,0.0115,5.75
111.6,0.0115,5.75
111.7,0.0115,5.75
111.8,0.01151,5.755
111.9,0.0115,5.75
112,0.0115,5.75
112.1,0.0115,5.75
112.2,0.0115,5.75
112.3,0.01151,5.755
112.4,0.0115,5.75
112.5,0.01149,5.745
112.6,0.01149,5.745
112.7,0.0115,5.75
112.8,0.0115,5.75
112.9,0.01149,5.745
113,0.01149,5.745
113.1,0.01148,5.74
113.2,0.01148,5.74
113.3,0.01148,5.74
113.4,0.01149,5.745
113.5,0.01149,5.745
113.6,0.01148,5.74
113.7,0.01147,5.735
113.8,0.01148,5.74
113.9,0.01148,5.74
114,0.01148,5.74
114.1,0.01148,5.74
114.2,0.01149,5.745
114.3,0.01148,5.74
114.4,0.01148,5.74
114.5,0.01147,5.735
114.6,0.01147,5.735
114.7,0.01147,5.735
114.8,0.01148,5.74
114.9,0.01148,5.74
115,0.01149,5.745
115.1,0.01149,5.745
115.2,0.01149,5.745
115.3,0.01148,5.74
115.4,0.01148,5.74
115.5,0.01148,5.74
115.6,0.01148,5.74
115.7,0.01148,5.74
115.8,0.01148,5.74
115.9,0.01148,5.74
116,0.01148,5.74
116.1,0.01148,5.74
116.2,0.01148,5.74
116.3,0.01148,5.74
116.4,0.01147,5.735
116.5,0.01148,5.74
116.6,0.01148,5.74
116.7,0.01147,5.735
116.8,0.01147,5.735
116.9,0.01147,5.735
117,0.01147,5.735
117.1,0.01146,5.73
117.2,0.01147,5.735
117.3,0.01147,5.735
117.4,0.01146,5.73
117.5,0.01146,5.73
117.6,0.01146,5.73
117.7,0.01146,5.73
117.8,0.01145,5.725
117.9,0.01146,5.73
118,0.01146,5.73
118.1,0.01146,5.73
118.2,0.01146,5.73
118.3,0.01146,5.73
118.4,0.01145,5.725
118.5,0.01145,5.725
118.6,0.01145,5.725
118.7,0.01145,5.725
118.8,0.01145,5.725
118.9,0.01146,5.73
119,0.01147,5.735
119.1,0.01147,5.735
119.2,0.01147,5.735
119.3,0.01147,5.735
119.4,0.01146,5.73
119.5,0.01147,5.735
119.6,0.01146,5.73
119.7,0.01145,5.725
119.8,0.01146,5.73
119.9,0.01145,5.725
120,0.01145,5.725
120.1,0.01145,5.725
120.2,0.01145,5.725
120.3,0.01146,5.73
120.4,0.01146,5.73
120.5,0.01145,5.725
120.6,0.01145,5.725
120.7,0.01145,5.725
120.8,0.01145,5.725
120.9,0.01144,5.72
121,0.01144,5.72
121.1,0.01145,5.725
121.2,0.01145,5.725
121.3,0.01145,5.725
121.4,0.01145,5.725
121.5,0.01145,5.725
121.6,0.01145,5.725
121.7,0.01145,5.725
121.8,0.01145,5.725
121.9,0.01144,5.72
122,0.01144,5.72
122.1,0.01145,5.725
122.2,0.01145,5.725
122.3,0.01143,5.715
122.4,0.01144,5.72
122.5,0.01144,5.72
122.6,0.01144,5.72
122.7,0.01144,5.72
122.8,0.01143,5.715
122.9,0.01143,5.715
123,0.01143,5.715
123.1,0.01143,5.715
123.2,0.01144,5.72
123.3,0.01145,5.725
123.4,0.01144,5.72
123.5,0.01144,5.72
123.6,0.01144,5.72
123.7,0.01143,5.715
123.8,0.01142,5.71
123.9,0.01142,5.71
124,0.01143,5.715
124.1,0.01143,5.715
124.2,0.01143,5.715
124.3,0.01143,5.715
124.4,0.01143,5.715
124.5,0.01144,5.72
124.6,0.01144,5.72
124.7,0.01143,5.715
124.8,0.01143,5.715
124.9,0.01143,5.715
125,0.01142,5.71
125.1,0.01143,5.715
125.2,0.01143,5.715
125.3,0.01142,5.71
125.4,0.01142,5.71
125.5,0.01142,5.71
125.6,0.01143,5.715
125.7,0.01143,5.715
125.8,0.01143,5.715
125.9,0.01143,5.715
126,0.01143,5.715
126.1,0.01143,5.715
126.2,0.01142,5.71
126.3,0.01142,5.71
126.4,0.01142,5.71
126.5,0.01142,5.71
126.6,0.01142,5.71
126.7,0.01141,5.705
126.8,0.01142,5.71
126.9,0.01142,5.71
127,0.01142,5.71
127.1,0.01142,5.71
127.2,0.01141,5.705
127.3,0.01142,5.71
127.4,0.01141,5.705
127.5,0.01141,5.705
127.6,0.01143,5.715
127.7,0.01142,5.71
127.8,0.01141,5.705
127.9,0.01141,5.705
128,0.01142,5.71
128.1,0.01141,5.705
128.2,0.01141,5.705
128.3,0.01141,5.705
128.4,0.01141,5.705
128.5,0.01141,5.705
128.6,0.01141,5.705
128.7,0.01141,5.705
128.8,0.0114,5.7
128.9,0.0114,5.7
129,0.0114,5.7
129.1,0.01139,5.695
129.2,0.01141,5.705
129.3,0.0114,5.7
129.4,0.0114,5.7
129.5,0.01141,5.705
129.6,0.0114,5.7
129.7,0.0114,5.7
129.8,0.0114,5.7
129.9,0.0114,5.7
130,0.01139,5.695
130.1,0.0114,5.7
130.2,0.0114,5.7
130.3,0.0114,5.7
130.4,0.01139,5.695
130.5,0.01139,5.695
130.6,0.0114,5.7
130.7,0.01139,5.695
130.8,0.01139,5.695
130.9,0.01139,5.695
131,0.0114,5.7
131.1,0.0114,5.7
131.2,0.0114,5.7
131.3,0.01139,5.695
131.4,0.0114,5.7
131.5,0.01139,5.695
131.6,0.0114,5.7
131.7,0.01139,5.695
131.8,0.01139,5.695
131.9,0.01139,5.695
132,0.01139,5.695
132.1,0.01139,5.695
132.2,0.01139,5.695
132.3,0.01139,5.695
132.4,0.0114,5.7
132.5,0.01139,5.695
132.6,0.01139,5.695
132.7,0.01138,5.69
132.8,0.01138,5.69
132.9,0.01138,5.69
133,0.01139,5.695
133.1,0.01139,5.695
133.2,0.01139,5.695
133.3,0.01138,5.69
133.4,0.01138,5.69
133.5,0.01138,5.69
133.6,0.01138,5.69
133.7,0.01139,5.695
133.8,0.01137,5.685
133.9,0.01137,5.685
134,0.01137,5.685
134.1,0.01139,5.695
134.2,0.01139,5.695
134.3,0.01138,5.69
134.4,0.01138,5.69
134.5,0.01138,5.69
134.6,0.01138,5.69
134.7,0.01138,5.69
134.8,0.01138,5.69
134.9,0.01138,5.69
135,0.01138,5.69
135.1,0.01138,5.69
135.2,0.01138,5.69
135.3,0.01138,5.69
135.4,0.01138,5.69
135.5,0.01138,5.69
135.6,0.01137,5.685
135.7,0.01137,5.685
135.8,0.01136,5.68
135.9,0.01137,5.685
136,0.01137,5.685
136.1,0.01137,5.685
136.2,0.01137,5.685
136.3,0.01138,5.69
136.4,0.01138,5.69
136.5,0.01137,5.685
136.6,0.01137,5.685
136.7,0.01137,5.685
136.8,0.01137,5.685
136.9,0.01137,5.685
137,0.01136,5.68
137.1,0.01136,5.68
137.2,0.01136,5.68
137.3,0.01137,5.685
137.4,0.01136,5.68
137.5,0.01137,5.685
137.6,0.01137,5.685
137.7,0.01136,5.68
137.8,0.01136,5.68
137.9,0.01136,5.68
138,0.01136,5.68
138.1,0.01136,5.68
138.2,0.01136,5.68
138.3,0.01136,5.68
138.4,0.01136,5.68
138.5,0.01136,5.68
138.6,0.01137,5.685
138.7,0.01136,5.68
138.8,0.01135,5.675
138.9,0.01135,5.675
139,0.01134,5.67
139.1,0.01135,5.675
139.2,0.01136,5.68
139.3,0.01136,5.68
139.4,0.01136,5.68
139.5,0.01136,5.68
139.6,0.01136,5.68
139.7,0.01136,5.68
139.8,0.01136,5.68
139.9,0.01136,5.68
140,0.01136,5.68
140.1,0.01136,5.68
140.2,0.01136,5.68
140.3,0.01136,5.68
140.4,0.01136,5.68
140.5,0.01137,5.685
140.6,0.01137,5.685
140.7,0.01137,5.685
140.8,0.01136,5.68
140.9,0.01136,5.68
141,0.01135,5.675
141.1,0.01135,5.675
141.2,0.01136,5.68
141.3,0.01136,5.68
141.4,0.01135,5.675
141.5,0.01135,5.675
141.6,0.01135,5.675
141.7,0.01135,5.675
141.8,0.01135,5.675
141.9,0.01135,5.675
142,0.01135,5.675
142.1,0.01136,5.68
142.2,0.01136,5.68
142.3,0.01135,5.675
142.4,0.01135,5.675
142.5,0.01135,5.675
142.6,0.01134,5.67
142.7,0.01134,5.67
142.8,0.01135,5.675
142.9,0.01135,5.675
143,0.01136,5.68
143.1,0.01136,5.68
143.2,0.01136,5.68
143.3,0.01135,5.675
143.4,0.01134,5.67
143.5,0.01136,5.68
143.6,0.01135,5.675
143.7,0.01135,5.675
143.8,0.01135,5.675
143.9,0.01135,5.675
144,0.01134,5.67
144.1,0.01135,5.675
144.2,0.01135,5.675
144.3,0.01134,5.67
144.4,0.01133,5.665
144.5,0.01134,5.67
144.6,0.01134,5.67
144.7,0.01133,5.665
144.8,0.01133,5.665
144.9,0.01134,5.67
145,0.01133,5.665
145.1,0.01133,5.665
145.2,0.01135,5.675
145.3,0.01134,5.67
145.4,0.01133,5.665
145.5,0.01133,5.665
145.6,0.01133,5.665
145.7,0.01134,5.67
145.8,0.01134,5.67
145.9,0.01134,5.67
146,0.01133,5.665
146.1,0.01133,5.665
146.2,0.01134,5.67
146.3,0.01133,5.665
146.4,0.01133,5.665
146.5,0.01133,5.665
146.6,0.01133,5.665
146.7,0.01133,5.665
146.8,0.01133,5.665
146.9,0.01133,5.665
147,0.01133,5.665
147.1,0.01133,5.665
147.2,0.01132,5.66
147.3,0.01132,5.66
147.4,0.01132,5.66
147.5,0.01133,5.665
147.6,0.01133,5.665
147.7,0.01134,5.67
147.8,0.01134,5.67
147.9,0.01134,5.67
148,0.01134,5.67
148.1,0.01133,5.665
148.2,0.01133,5.665
148.3,0.01133,5.665
148.4,0.01133,5.665
148.5,0.01132,5.66
148.6,0.01132,5.66
148.7,0.01132,5.66
148.8,0.01132,5.66
148.9,0.01132,5.66
149,0.01131,5.655
149.1,0.01131,5.655
149.2,0.01131,5.655
149.3,0.01131,5.655
149.4,0.01131,5.655
149.5,0.01131,5.655
149.6,0.01131,5.655
149.7,0.01131,5.655
149.8,0.01131,5.655
149.9,0.01131,5.655
150,0.01132,5.66
150.1,0.01132,5.66
150.2,0.01132,5.66
150.3,0.01131,5.655
150.4,0.01133,5.665
150.5,0.01132,5.66
150.6,0.01132,5.66
150.7,0.01133,5.665
150.8,0.01133,5.665
150.9,0.01132,5.66
151,0.01132,5.66
151.1,0.01133,5.665
151.2,0.01132,5.66
151.3,0.01131,5.655
151.4,0.01131,5.655
151.5,0.01131,5.655
151.6,0.01132,5.66
151.7,0.01132,5.66
151.8,0.01132,5.66
151.9,0.01132,5.66
152,0.01132,5.66
152.1,0.01132,5.66
152.2,0.01131,5.655
152.3,0.01131,5.655
152.4,0.01132,5.66
152.5,0.01132,5.66
152.6,0.01132,5.66
152.7,0.01132,5.66
152.8,0.01131,5.655
152.9,0.01131,5.655
153,0.01131,5.655
153.1,0.01131,5.655
153.2,0.01131,5.655
153.3,0.01131,5.655
153.4,0.0113,5.65
153.5,0.0113,5.65
153.6,0.0113,5.65
153.7,0.01131,5.655
153.8,0.01131,5.655
153.9,0.0113,5.65
154,0.01131,5.655
154.1,0.0113,5.65
154.2,0.0113,5.65
154.3,0.01131,5.655
154.4,0.0113,5.65
154.5,0.0113,5.65
154.6,0.01131,5.655
154.7,0.0113,5.65
154.8,0.0113,5.65
154.9,0.0113,5.65
155,0.0113,5.65
155.1,0.01129,5.645
155.2,0.0113,5.65
155.3,0.01129,5.645
155.4,0.01129,5.645
155.5,0.01129,5.645
155.6,0.0113,5.65
155.7,0.0113,5.65
155.8,0.0113,5.65
155.9,0.0113,5.65
156,0.01129,5.645
156.1,0.0113,5.65
156.2,0.0113,5.65
156.3,0.0113,5.65
156.4,0.0113,5.65
156.5,0.01132,5.66
156.6,0.01131,5.655
156.7,0.01131,5.655
156.8,0.01131,5.655
156.9,0.01131,5.655
157,0.01131,5.655
157.1,0.01131,5.655
157.2,0.0113,5.65
157.3,0.0113,5.65
157.4,0.0113,5.65
157.5,0.0113,5.65
157.6,0.0113,5.65
157.7,0.01129,5.645
157.8,0.0113,5.65
157.9,0.0113,5.65
158,0.01129,5.645
158.1,0.01129,5.645
158.2,0.01129,5.645
158.3,0.0113,5.65
158.4,0.01129,5.645
158.5,0.0113,5.65
158.6,0.0113,5.65
158.7,0.0113,5.65
158.8,0.0113,5.65
158.9,0.01129,5.645
159,0.01129,5.645
159.1,0.0113,5.65
159.2,0.0113,5.65
159.3,0.01129,5.645
159.4,0.0113,5.65
159.5,0.0113,5.65
159.6,0.01129,5.645
159.7,0.0113,5.65
159.8,0.0113,5.65
159.9,0.0113,5.65
160,0.0113,5.65
160.1,0.01129,5.645
160.2,0.01129,5.645
160.3,0.01128,5.64
160.4,0.01129,5.645
160.5,0.0113,5.65
160.6,0.01129,5.645
160.7,0.01129,5.645
160.8,0.01129,5.645
160.9,0.01129,5.645
161,0.01129,5.645
161.1,0.01128,5.64
161.2,0.01128,5.64
161.3,0.01127,5.635
161.4,0.01128,5.64
161.5,0.01128,5.64
161.6,0.01128,5.64
161.7,0.01128,5.64
161.8,0.01128,5.64
161.9,0.01128,5.64
162,0.01128,5.64
162.1,0.01128,5.64
162.2,0.01129,5.645
162.3,0.01129,5.645
162.4,0.01129,5.645
162.5,0.01129,5.645
162.6,0.01129,5.645
162.7,0.01128,5.64
162.8,0.01128,5.64
162.9,0.01127,5.635
163,0.01127,5.635
163.1,0.01127,5.635
163.2,0.01127,5.635
163.3,0.01128,5.64
163.4,0.01128,5.64
163.5,0.01128,5.64
163.6,0.01127,5.635
163.7,0.01127,5.635
163.8,0.01127,5.635
163.9,0.01127,5.635
164,0.01127,5.635
164.1,0.01127,5.635
164.2,0.01128,5.64
164.3,0.01127,5.635
164.4,0.01126,5.63
164.5,0.01127,5.635
164.6,0.01127,5.635
164.7,0.01127,5.635
164.8,0.01127,5.635
164.9,0.01128,5.64
165,0.01128,5.64
165.1,0.01128,5.64
165.2,0.01127,5.635
165.3,0.01127,5.635
165.4,0.01127,5.635
165.5,0.01127,5.635
165.6,0.01127,5.635
165.7,0.01127,5.635
165.8,0.01127,5.635
165.9,0.01127,5.635
166,0.01127,5.635
166.1,0.01126,5.63
166.2,0.01127,5.635
166.3,0.01127,5.635
166.4,0.01127,5.635
166.5,0.01127,5.635
166.6,0.01126,5.63
166.7,0.01127,5.635
166.8,0.01126,5.63
166.9,0.01126,5.63
167,0.01126,5.63
167.1,0.01126,5.63
167.2,0.01126,5.63
167.3,0.01126,5.63
167.4,0.01126,5.63
167.5,0.01127,5.635
167.6,0.01127,5.635
167.7,0.01127,5.635
167.8,0.01126,5.63
167.9,0.01126,5.63
168,0.01126,5.63
168.1,0.01127,5.635
168.2,0.01127,5.635
168.3,0.01126,5.63
168.4,0.01126,5.63
168.5,0.01126,5.63
168.6,0.01126,5.63
168.7,0.01126,5.63
168.8,0.01125,5.625
168.9,0.01126,5.63
169,0.01126,5.63
169.1,0.01126,5.63
169.2,0.01127,5.635
169.3,0.01127,5.635
169.4,0.01126,5.63
169.5,0.01126,5.63
169.6,0.01126,5.63
169.7,0.01126,5.63
169.8,0.01125,5.625
169.9,0.01126,5.63
170,0.01126,5.63
170.1,0.01125,5.625
170.2,0.01126,5.63
170.3,0.01126,5.63
170.4,0.01125,5.625
170.5,0.01125,5.625
170.6,0.01125,5.625
170.7,0.01126,5.63
170.8,0.01125,5.625
170.9,0.01125,5.625
171,0.01126,5.63
171.1,0.01126,5.63
171.2,0.01125,5.625
171.3,0.01125,5.625
171.4,0.01125,5.625
171.5,0.01125,5.625
171.6,0.01125,5.625
171.7,0.01125,5.625
171.8,0.01125,5.625
171.9,0.01124,5.62
172,0.01125,5.625
172.1,0.01125,5.625
172.2,0.01124,5.62
172.3,0.01124,5.62
172.4,0.01124,5.62
172.5,0.01124,5.62
172.6,0.01124,5.62
172.7,0.01124,5.62
172.8,0.01123,5.615
172.9,0.01124,5.62
173,0.01124,5.62
173.1,0.01124,5.62
173.2,0.01124,5.62
173.3,0.01124,5.62
173.4,0.01124,5.62
173.5,0.01124,5.62
173.6,0.01124,5.62
173.7,0.01124,5.62
173.8,0.01125,5.625
173.9,0.01125,5.625
174,0.01125,5.625
174.1,0.01125,5.625
174.2,0.01124,5.62
174.3,0.01123,5.615
174.4,0.01124,5.62
174.5,0.01124,5.62
174.6,0.01124,5.62
174.7,0.01125,5.625
174.8,0.01125,5.625
174.9,0.01125,5.625
175,0.01124,5.62
175.1,0.01124,5.62
175.2,0.01124,5.62
175.3,0.01124,5.62
175.4,0.01123,5.615
175.5,0.01123,5.615
175.6,0.01124,5.62
175.7,0.01124,5.62
175.8,0.01124,5.62
175.9,0.01124,5.62
176,0.01124,5.62
176.1,0.01124,5.62
176.2,0.01124,5.62
176.3,0.01124,5.62
176.4,0.01123,5.615
176.5,0.01123,5.615
176.6,0.01124,5.62
176.7,0.01124,5.62
176.8,0.01124,5.62
176.9,0.01124,5.62
177,0.01124,5.62
177.1,0.01124,5.62
177.2,0.01124,5.62
177.3,0.01124,5.62
177.4,0.01124,5.62
177.5,0.01124,5.62
177.6,0.01124,5.62
177.7,0.01124,5.62
177.8,0.01123,5.615
177.9,0.01123,5.615
178,0.01123,5.615
178.1,0.01124,5.62
178.2,0.01124,5.62
178.3,0.01123,5.615
178.4,0.01123,5.615
178.5,0.01122,5.61
178.6,0.01122,5.61
178.7,0.01123,5.615
178.8,0.01123,5.615
178.9,0.01123,5.615
179,0.01123,5.615
179.1,0.01123,5.615
179.2,0.01122,5.61
179.3,0.01123,5.615
179.4,0.01124,5.62
179.5,0.01124,5.62
179.6,0.01124,5.62
179.7,0.01123,5.615
179.8,0.01123,5.615
179.9,0.01123,5.615
180,0.01123,5.615
180.1,0.01123,5.615
180.2,0.01123,5.615
180.3,0.01123,5.615
180.4,0.01123,5.615
180.5,0.01123,5.615
180.6,0.01123,5.615
180.7,0.01122,5.61
180.8,0.01123,5.615
180.9,0.01122,5.61
181,0.01122,5.61
181.1,0.01123,5.615
181.2,0.01123,5.615
181.3,0.01123,5.615
181.4,0.01123,5.615
181.5,0.01123,5.615
181.6,0.01123,5.615
181.7,0.01122,5.61
181.8,0.01123,5.615
181.9,0.01123,5.615
182,0.01123,5.615
182.1,0.01122,5.61
182.2,0.01122,5.61
182.3,0.01123,5.615
182.4,0.01123,5.615
182.5,0.01123,5.615
182.6,0.01123,5.615
182.7,0.01122,5.61
182.8,0.01122,5.61
182.9,0.01122,5.61
183,0.01123,5.615
183.1,0.01123,5.615
183.2,0.01122,5.61
183.3,0.01122,5.61
183.4,0.01121,5.605
183.5,0.01122,5.61
183.6,0.01122,5.61
183.7,0.01123,5.615
183.8,0.01123,5.615
183.9,0.01123,5.615
184,0.01122,5.61
184.1,0.01122,5.61
184.2,0.01122,5.61
184.3,0.01122,5.61
184.4,0.01121,5.605
184.5,0.01121,5.605
184.6,0.01122,5.61
184.7,0.01122,5.61
184.8,0.01122,5.61
184.9,0.01122,5.61
185,0.01121,5.605
185.1,0.01121,5.605
185.2,0.01122,5.61
185.3,0.01123,5.615
185.4,0.01122,5.61
185.5,0.01122,5.61
185.6,0.01122,5.61
185.7,0.01122,5.61
185.8,0.01121,5.605
185.9,0.01121,5.605
186,0.01121,5.605
186.1,0.01122,5.61
186.2,0.01121,5.605
186.3,0.01121,5.605
186.4,0.0112,5.6
186.5,0.01121,5.605
186.6,0.01122,5.61
186.7,0.01121,5.605
186.8,0.01121,5.605
186.9,0.0112,5.6
187,0.01121,5.605
187.1,0.01121,5.605
187.2,0.0112,5.6
187.3,0.0112,5.6
187.4,0.01121,5.605
187.5,0.0112,5.6
187.6,0.01121,5.605
187.7,0.01121,5.605
187.8,0.01121,5.605
187.9,0.01121,5.605
188,0.0112,5.6
188.1,0.0112,5.6
188.2,0.0112,5.6
188.3,0.0112,5.6
188.4,0.0112,5.6
188.5,0.0112,5.6
188.6,0.01121,5.605
188.7,0.01121,5.605
188.8,0.01121,5.605
188.9,0.01121,5.605
189,0.0112,5.6
189.1,0.01121,5.605
189.2,0.0112,5.6
189.3,0.0112,5.6
189.4,0.01121,5.605
189.5,0.01121,5.605
189.6,0.01121,5.605
189.7,0.01121,5.605
189.8,0.01121,5.605
189.9,0.0112,5.6
190,0.0112,5.6
190.1,0.0112,5.6
190.2,0.0112,5.6
190.3,0.0112,5.6
190.4,0.01119,5.595
190.5,0.01119,5.595
190.6,0.0112,5.6
190.7,0.0112,5.6
190.8,0.0112,5.6
190.9,0.0112,5.6
191,0.01121,5.605
191.1,0.0112,5.6
191.2,0.01119,5.595
191.3,0.0112,5.6
191.4,0.0112,5.6
191.5,0.0112,5.6
191.6,0.0112,5.6
191.7,0.0112,5.6
191.8,0.0112,5.6
191.9,0.01119,5.595
192,0.01119,5.595
192.1,0.0112,5.6
192.2,0.0112,5.6
192.3,0.01121,5.605
192.4,0.01121,5.605
192.5,0.0112,5.6
192.6,0.0112,5.6
192.7,0.0112,5.6
192.8,0.01119,5.595
192.9,0.01119,5.595
193,0.0112,5.6
193.1,0.0112,5.6
193.2,0.0112,5.6
193.3,0.0112,5.6
193.4,0.01119,5.595
193.5,0.01119,5.595
193.6,0.0112,5.6
193.7,0.01119,5.595
193.8,0.01119,5.595
193.9,0.01118,5.59
194,0.01118,5.59
194.1,0.01118,5.59
194.2,0.01119,5.595
194.3,0.01118,5.59
194.4,0.01118,5.59
194.5,0.01118,5.59
194.6,0.01119,5.595
194.7,0.01119,5.595
194.8,0.0112,5.6
194.9,0.01119,5.595
195,0.01119,5.595
195.1,0.01119,5.595
195.2,0.01119,5.595
195.3,0.01119,5.595
195.4,0.01119,5.595
195.5,0.01119,5.595
195.6,0.01119,5.595
195.7,0.01119,5.595
195.8,0.01118,5.59
195.9,0.01119,5.595
196,0.01119,5.595
196.1,0.01119,5.595
196.2,0.01119,5.595
196.3,0.01119,5.595
196.4,0.01119,5.595
196.5,0.01119,5.595
196.6,0.01119,5.595
196.7,0.01119,5.595
196.8,0.01119,5.595
196.9,0.01118,5.59
197,0.01118,5.59
197.1,0.01119,5.595
197.2,0.01118,5.59
197.3,0.01119,5.595
197.4,0.01118,5.59
197.5,0.01119,5.595
197.6,0.01119,5.595
197.7,0.01117,5.585
197.8,0.01117,5.585
197.9,0.01117,5.585
198,0.01118,5.59
198.1,0.01118,5.59
198.2,0.01118,5.59
198.3,0.01117,5.585
198.4,0.01117,5.585
198.5,0.01117,5.585
198.6,0.01117,5.585
198.7,0.01118,5.59
198.8,0.01118,5.59
198.9,0.01118,5.59
199,0.01117,5.585
199.1,0.01118,5.59
199.2,0.01117,5.585
199.3,0.01117,5.585
199.4,0.01117,5.585
199.5,0.01117,5.585
199.6,0.01117,5.585
199.7,0.01117,5.585
199.8,0.01117,5.585
199.9,0.01117,5.585
200,0.01116,5.58
200.1,0.01117,5.585
200.2,0.01116,5.58
200.3,0.01116,5.58
200.4,0.01117,5.585
200.5,0.01117,5.585
200.6,0.01117,5.585
200.7,0.01117,5.585
200.8,0.01118,5.59
200.9,0.01117,5.585
201,0.01117,5.585
201.1,0.01117,5.585
201.2,0.01117,5.585
201.3,0.01117,5.585
201.4,0.01117,5.585
201.5,0.01117,5.585
201.6,0.01117,5.585
201.7,0.01117,5.585
201.8,0.01117,5.585
201.9,0.01117,5.585
202,0.01117,5.585
202.1,0.01117,5.585
202.2,0.01117,5.585
202.3,0.01116,5.58
202.4,0.01117,5.585
202.5,0.01118,5.59
202.6,0.01116,5.58
202.7,0.01115,5.575
202.8,0.01116,5.58
202.9,0.01117,5.585
203,0.01117,5.585
203.1,0.01117,5.585
203.2,0.01117,5.585
203.3,0.01116,5.58
203.4,0.01116,5.58
203.5,0.01116,5.58
203.6,0.01116,5.58
203.7,0.01117,5.585
203.8,0.01117,5.585
203.9,0.01118,5.59
204,0.01117,5.585
204.1,0.01117,5.585
204.2,0.01116,5.58
204.3,0.01117,5.585
204.4,0.01117,5.585
204.5,0.01117,5.585
204.6,0.01117,5.585
204.7,0.01117,5.585
204.8,0.01117,5.585
204.9,0.01117,5.585
205,0.01116,5.58
205.1,0.01116,5.58
205.2,0.01116,5.58
205.3,0.01116,5.58
205.4,0.01117,5.585
205.5,0.01116,5.58
205.6,0.01117,5.585
205.7,0.01117,5.585
205.8,0.01116,5.58
205.9,0.01116,5.58
206,0.01117,5.585
206.1,0.01117,5.585
206.2,0.01116,5.58
206.3,0.01116,5.58
206.4,0.01117,5.585
206.5,0.01116,5.58
206.6,0.01116,5.58
206.7,0.01117,5.585
206.8,0.01117,5.585
206.9,0.01117,5.585
207,0.01117,5.585
207.1,0.01117,5.585
207.2,0.01118,5.59
207.3,0.01118,5.59
207.4,0.01117,5.585
207.5,0.01117,5.585
207.6,0.01117,5.585
207.7,0.01116,5.58
207.8,0.01117,5.585
207.9,0.01117,5.585
208,0.01117,5.585
208.1,0.01117,5.585
208.2,0.01116,5.58
208.3,0.01116,5.58
208.4,0.01116,5.58
208.5,0.01116,5.58
208.6,0.01115,5.575
208.7,0.01116,5.58
208.8,0.01117,5.585
208.9,0.01116,5.58
209,0.01115,5.575
209.1,0.01115,5.575
209.2,0.01115,5.575
209.3,0.01115,5.575
209.4,0.01116,5.58
209.5,0.01116,5.58
209.6,0.01116,5.58
209.7,0.01115,5.575
209.8,0.01115,5.575
209.9,0.01115,5.575
210,0.01116,5.58
210.1,0.01116,5.58
210.2,0.01115,5.575
210.3,0.01115,5.575
210.4,0.01115,5.575
210.5,0.01115,5.575
210.6,0.01115,5.575
210.7,0.01115,5.575
210.8,0.01115,5.575
210.9,0.01115,5.575
211,0.01115,5.575
211.1,0.01115,5.575
211.2,0.01115,5.575
211.3,0.01115,5.575
211.4,0.01114,5.57
211.5,0.01114,5.57
211.6,0.01114,5.57
211.7,0.01114,5.57
211.8,0.01114,5.57
211.9,0.01114,5.57
212,0.01114,5.57
212.1,0.01114,5.57
212.2,0.01113,5.565
212.3,0.01113,5.565
212.4,0.01115,5.575
212.5,0.01115,5.575
212.6,0.01115,5.575
212.7,0.01115,5.575
212.8,0.01115,5.575
212.9,0.01115,5.575
213,0.01115,5.575
213.1,0.01115,5.575
213.2,0.01115,5.575
213.3,0.01115,5.575
213.4,0.01115,5.575
213.5,0.01115,5.575
213.6,0.01114,5.57
213.7,0.01114,5.57
213.8,0.01114,5.57
213.9,0.01113,5.565
214,0.01113,5.565
214.1,0.01114,5.57
214.2,0.01114,5.57
214.3,0.01114,5.57
214.4,0.01114,5.57
214.5,0.01114,5.57
214.6,0.01114,5.57
214.7,0.01114,5.57
214.8,0.01114,5.57
214.9,0.01114,5.57
215,0.01114,5.57
215.1,0.01114,5.57
215.2,0.01114,5.57
215.3,0.01115,5.575
215.4,0.01115,5.575
215.5,0.01114,5.57
215.6,0.01114,5.57
215.7,0.01114,5.57
215.8,0.01114,5.57
215.9,0.01114,5.57
216,0.01114,5.57
216.1,0.01114,5.57
216.2,0.01114,5.57
216.3,0.01115,5.575
216.4,0.01115,5.575
216.5,0.01114,5.57
216.6,0.01113,5.565
216.7,0.01113,5.565
216.8,0.01114,5.57
216.9,0.01114,5.57
217,0.01114,5.57
217.1,0.01114,5.57
217.2,0.01114,5.57
217.3,0.01113,5.565
217.4,0.01114,5.57
